,ID,name,location,volcano_number,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,images,uri,api_endpoint,measurement_methods,inferred_causes,references,date_added,last_modified
395,5346,Fuss Peak,"[{'name': 'Kuril Islands', 'url': 'https://comet.nerc.ac.uk/location/kuril-islands/', 'slug': 'kuril-islands', 'id': 51, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/51'}]",290340,Russia,No,,,"<p class=""p1"">The Kamchatka Volcanic Eruption Response Team (KVERT) monitors F<a href=""http://www.kscnet.ru/ivs/kvert/volcano.php?lang=en"">uss Peak with satellite imagery</a>.</p>
",50.267,155.246,[],https://comet.nerc.ac.uk/volcanoes/fuss-peak/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5346,No measurements,[],['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=290340'],2015-09-20 17:04:49,2015-09-20 17:04:49
396,495,Gabillema,"[{'name': 'Africa and Red Sea', 'url': 'https://comet.nerc.ac.uk/location/africa-and-red-sea/', 'slug': 'africa-and-red-sea', 'id': 42, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/42'}]",221150,Ethiopia,Yes,No,2005-2010,"<p>Pagli, et al. (2014), for the purposes of investigating regional velocity fields, has looked at Envisat  InSAR data covering this volcano. They report no deformation at this rhyolitic stratovolcano.</p>
",11.08,41.27,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gabillema/gabillema_014A_07884_121313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gabillema/gabillema_014A_07884_121313.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 266740, 'filename': 'gabillema_014A_07884_121313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gabillema/gabillema_014A_07885_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gabillema/gabillema_014A_07885_131313.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 270003, 'filename': 'gabillema_014A_07885_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gabillema/gabillema_006D_07929_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gabillema/gabillema_006D_07929_131313.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 268509, 'filename': 'gabillema_006D_07929_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/gabillema/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/495,InSAR,[],"['Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS.  Journal of Geophysical Research: Solid Earth, 119(11), pp.8562-8575.', 'NASA Landsat image, 1999. ', 'Siebert, L., and T. Simkin (2002), Volcanoes of the World: An Illustrated Catalogue of Holocene Volcanoes and Their Eruptions, Global Volcanism Program Digital Inf. Ser., GVP‐3, Smithsonian Inst., Washington, D. C. [Available at http://www.volcano.si.edu/world/.]']",2015-02-23 11:44:32,2015-02-23 11:44:32
397,5254,Gada Ale,"[{'name': 'Africa and Red Sea', 'url': 'https://comet.nerc.ac.uk/location/africa-and-red-sea/', 'slug': 'africa-and-red-sea', 'id': 42, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/42'}]",221050,Ethiopia,Yes,No,2005 - 2010,"<p><span style=""color: #333333;"">Pagli, et al. (2014), for the purposes of investigating regional velocity fields, has looked at Envisat InSAR data (2005 – 2010) covering this volcano. They report no deformation.</span></p>
",13.975,40.408,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gada_ale/gada-ale_014A_07688_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gada_ale/gada-ale_014A_07688_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 285571, 'filename': 'gada-ale_014A_07688_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gada_ale/gada-ale_079D_07503_061113.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gada_ale/gada-ale_079D_07503_061113.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 155046, 'filename': 'gada-ale_079D_07503_061113.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gada_ale/gada-ale_079D_07694_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gada_ale/gada-ale_079D_07694_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 272307, 'filename': 'gada-ale_079D_07694_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gada_ale/gada-ale_079D_07502_111213.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gada_ale/gada-ale_079D_07502_111213.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 285222, 'filename': 'gada-ale_079D_07502_111213.jpg'}]",https://comet.nerc.ac.uk/volcanoes/gada-ale/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5254,InSAR,[],"['Pagli, C. et al., 2014. Current plate boundary deformation of the Afar rift from a 3-D velocity field inversion of InSAR and GPS. Journal of Geophysical Research: Solid Earth, 119(11), pp. 8562-8575.']",2015-07-12 12:03:06,2015-07-12 12:03:06
398,3466,Galeras,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",351080,Colombia,Yes,Yes,"1989-2009 (tilt and levelling), 2006-2009 (InSAR)","<p>Tilt and levelling stations detected uplift at Galeras, starting in 1989, with peak uplift rates between June and November 1991 (<em>Ordoñez and Rey</em>, 1997). The source was modelled as a magmatic body, which rose from a depth of 2-3 km in late 1990 to less than 500 m in Dec. 1991.<br />
3 cm of subsidence were detected at Galeras during an ALOS survey of Colombian volcanoes (<em>Parks et al</em>., 2011). The deformation occurred between Dec. 2007 and Jan. 2008, coincident with an eruption on Jan. 17 2008, and was modelled as a deflating magma body with 6.5 x 10<sup>5</sup> m<sup>3 </sup>volume loss at 2 km depth. The same source was modelled by tilt to have a volume loss of ~ 7 x 10<sup>5 </sup>m<sup>3</sup> at 1.4 km depth between 17 and 19 Jan. 2008 (<em>Parks et al</em>., 2011).</p>
",1.22,-77.37,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/galeras/galeras_142D_08947_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/galeras/galeras_142D_08947_131313.jpg', 'width': 605, 'height': 1050, 'mime': 'image/jpeg', 'size': 297221, 'filename': 'galeras_142D_08947_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/galeras/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/3466,"InSAR, Levelling, Tiltmeter",Magmatic,"['Ordóñez, V. M. I. G. C. A. Rey (1997), Deformation associated with the extrusion of a dome at Galeras volcano, 1990–1991,<br />\nJ. Volcanol. Geotherm. Res., 77 (1997), pp. 115–120, doi:10.1016/S0377-0273(96)00090-X', 'Parks, M. M., J. Biggs, T. A. Mather, D. M. Pyle, F. Amelung, M. L. Monsalve, and L. Narváez Medina (2011), Co-eruptive subsidence at Galeras identified during an InSAR survey of Colombian volcanoes (2006–2009), Journal of Volcanology and Geothermal Research 202, no. 3, 228-240, doi:10.1016/j.jvolgeores.2011.02.007']",2016-03-11 11:22:11,2016-03-11 11:22:11
399,3992,Galunggung,"[{'name': 'Indonesia', 'url': 'https://comet.nerc.ac.uk/location/indonesia/', 'slug': 'indonesia', 'id': 57, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/57'}]",263140,Java,No,,,,-7.25,108.058,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/galunggung/galunggung_098A_09673_121312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/galunggung/galunggung_098A_09673_121312.jpg', 'width': 603, 'height': 1050, 'mime': 'image/jpeg', 'size': 296630, 'filename': 'galunggung_098A_09673_121312.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/galunggung/galunggung_149D_09700_081210.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/galunggung/galunggung_149D_09700_081210.jpg', 'width': 603, 'height': 1050, 'mime': 'image/jpeg', 'size': 287156, 'filename': 'galunggung_149D_09700_081210.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/galunggung/galunggung_025A_09718_120810.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/galunggung/galunggung_025A_09718_120810.jpg', 'width': 603, 'height': 1050, 'mime': 'image/jpeg', 'size': 299007, 'filename': 'galunggung_025A_09718_120810.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/galunggung/galunggung_149D_09703_081110.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/galunggung/galunggung_149D_09703_081110.jpg', 'width': 734, 'height': 1110, 'mime': 'image/jpeg', 'size': 312480, 'filename': 'galunggung_149D_09703_081110.jpg'}]",https://comet.nerc.ac.uk/volcanoes/galunggung/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/3992,No measurements,[],"['Global Volcanism Program, 2013. Galunggung (263140) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=263140). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013']",2016-07-11 19:11:51,2016-07-11 19:11:51
400,4257,Gamalama Mount,"[{'name': 'Indonesia', 'url': 'https://comet.nerc.ac.uk/location/indonesia/', 'slug': 'indonesia', 'id': 57, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/57'}]",268060,Indonesia,No,,,,0.8,127.33,[],https://comet.nerc.ac.uk/volcanoes/gamalama-mount/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4257,No measurements,[],['.'],2017-09-15 16:39:04,2017-09-15 16:39:04
401,2293,Gamchen,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300210,Russia,Yes,Yes,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",54.974,160.703,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gamchen/gamchen_060D_03564_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gamchen/gamchen_060D_03564_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 295379, 'filename': 'gamchen_060D_03564_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gamchen/gamchen_060D_03564_141313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gamchen/gamchen_060D_03564_141313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 277183, 'filename': 'gamchen_060D_03564_141313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gamchen/gamchen_038A_03435_080808.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gamchen/gamchen_038A_03435_080808.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 228459, 'filename': 'gamchen_038A_03435_080808.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gamchen/gamchen_038A_03576_131307.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gamchen/gamchen_038A_03576_131307.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 228432, 'filename': 'gamchen_038A_03576_131307.jpg'}]",https://comet.nerc.ac.uk/volcanoes/gamchen/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2293,InSAR,[],"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300210']",2015-08-24 20:20:24,2015-08-24 20:20:24
402,5908,Gamkonora,"[{'name': 'Indonesia', 'url': 'https://comet.nerc.ac.uk/location/indonesia/', 'slug': 'indonesia', 'id': 57, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/57'}]",268040,Indonesia,No,,,,1.38,127.53,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gamkonora/gamkonora_017D_08850_021413.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gamkonora/gamkonora_017D_08850_021413.jpg', 'width': 616, 'height': 1050, 'mime': 'image/jpeg', 'size': 208240, 'filename': 'gamkonora_017D_08850_021413.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gamkonora/gamkonora_017D_08881_021313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gamkonora/gamkonora_017D_08881_021313.jpg', 'width': 616, 'height': 1050, 'mime': 'image/jpeg', 'size': 210915, 'filename': 'gamkonora_017D_08881_021313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gamkonora/gamkonora_090D_08876_130400.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gamkonora/gamkonora_090D_08876_130400.jpg', 'width': 616, 'height': 1050, 'mime': 'image/jpeg', 'size': 212857, 'filename': 'gamkonora_090D_08876_130400.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gamkonora/gamkonora_090D_08880_130300.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gamkonora/gamkonora_090D_08880_130300.jpg', 'width': 616, 'height': 1050, 'mime': 'image/jpeg', 'size': 215692, 'filename': 'gamkonora_090D_08880_130300.jpg'}]",https://comet.nerc.ac.uk/volcanoes/gamkonora/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5908,No measurements,[],"['Global Volcanism Program, 2013. Gamkonora (268040) in Volcanoes of the World, v. 4.8.2. Venzke, E (ed.). Smithsonian Institution. Downloaded 02 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=268040). https://doi.org/10.5479/si.GVP.VOTW4-2013']",2019-09-02 15:34:31,2019-09-02 15:34:31
403,1048,Gareloi,"[{'name': 'Alaska', 'url': 'https://comet.nerc.ac.uk/location/alaska/', 'slug': 'alaska', 'id': 45, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/45'}]",311070,United States,Yes,Yes,1995 - 2009,"<p>Between 1995 and 2009, the south flank of Garloi subsided at ~1 &#8211; 1.5 cm/yr. The subsiding area corresponds to a region of lava and pyroclastic deposits from the twentieth century, and subsidence is attributed to thermoelastic compaction of lavas and mechanical compaction of tephra.</p>
",51.79,-178.794,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gareloi/gareloi_059D_03819_050404.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gareloi/gareloi_059D_03819_050404.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 89504, 'filename': 'gareloi_059D_03819_050404.jpg'}]",https://comet.nerc.ac.uk/volcanoes/gareloi/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/1048,InSAR,Surface deposits,"['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Gareloi']",2015-04-10 08:48:21,2015-04-10 08:48:21
404,627,Garibaldi,"[{'name': 'Canada and Western USA', 'url': 'https://comet.nerc.ac.uk/location/canada-and-western-usa/', 'slug': 'canada-and-western-usa', 'id': 43, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43'}]",320200,Canada,No,,,,49.85,-123,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_137A_04037_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_137A_04037_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 300758, 'filename': 'garibaldi_137A_04037_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_086D_04090_131308.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_086D_04090_131308.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 300241, 'filename': 'garibaldi_086D_04090_131308.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_064A_04019_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_064A_04019_131313.jpg', 'width': 750, 'height': 1110, 'mime': 'image/jpeg', 'size': 308175, 'filename': 'garibaldi_064A_04019_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_013D_04083_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_013D_04083_131313.jpg', 'width': 664, 'height': 1050, 'mime': 'image/jpeg', 'size': 284441, 'filename': 'garibaldi_013D_04083_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_086D_03905_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/garibaldi/garibaldi_086D_03905_131313.jpg', 'width': 664, 'height': 1050, 'mime': 'image/jpeg', 'size': 286014, 'filename': 'garibaldi_086D_03905_131313.jpg'}]",https://comet.nerc.ac.uk/volcanoes/garibaldi/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/627,No measurements,[],"['Hickson C J, Edwards B R, 2001. Volcanoes and Volcanic Hazards in Canada. In; Brooks G R (ed) {A Synthesis of Geological Hazards in Canada}, Geol Surv Can Bull, 548: 1-248']",2015-03-14 12:48:11,2015-03-14 12:48:11
405,5190,Garibaldi Lake,"[{'name': 'Canada and Western USA', 'url': 'https://comet.nerc.ac.uk/location/canada-and-western-usa/', 'slug': 'canada-and-western-usa', 'id': 43, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/43'}]",320190,Canada,No,,,,49.92,-123.03,[],https://comet.nerc.ac.uk/volcanoes/garibaldi-lake/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/5190,No measurements,[],"['Hickson C J, Edwards B R, 2001. Volcanoes and Volcanic Hazards in Canada. In; Brooks G R (ed) {A Synthesis of Geological Hazards in Canada}, Geol Surv Can Bull, 548: 1-248']",2015-03-14 13:00:55,2015-03-14 13:00:55
406,185,Gedamsa,"[{'name': 'Africa and Red Sea', 'url': 'https://comet.nerc.ac.uk/location/africa-and-red-sea/', 'slug': 'africa-and-red-sea', 'id': 42, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/42'}]",221230,Ethiopia,Yes,No,"1997-2000, 2003-2010","<p>Gedamsa (also known as Gedemsa or Gadamsa) volcano has been observed using InSAR data between 1997-2000 and 2003-2010. However, the study, Biggs et al. (2011) found no deformation at the volcano during this time.</p>
",8.35,39.18,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gedamsa/gedamsa_079D_08094_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gedamsa/gedamsa_079D_08094_131313.jpg', 'width': 605, 'height': 1050, 'mime': 'image/jpeg', 'size': 272575, 'filename': 'gedamsa_079D_08094_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gedamsa/gedamsa_087A_08102_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gedamsa/gedamsa_087A_08102_131312.jpg', 'width': 736, 'height': 1110, 'mime': 'image/jpeg', 'size': 289730, 'filename': 'gedamsa_087A_08102_131312.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/gedamsa/gedamsa_087A_08102_131311.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/gedamsa/gedamsa_087A_08102_131311.jpg', 'width': 736, 'height': 1110, 'mime': 'image/jpeg', 'size': 289730, 'filename': 'gedamsa_087A_08102_131311.jpg'}]",https://comet.nerc.ac.uk/volcanoes/gedamsa/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/185,InSAR,[],"['Biggs, J., I. D. Bastow, D. Keir, and E. Lewi (2011), Pulses of deformation reveal frequently recurring shallow magmatic activity beneath the Main Ethiopian Rift, Geochem. Geophys. Geosyst., 12, Q0AB10, doi:10.1029/2011GC003662.<br />\n', 'Siebert, L., and T. Simkin (2002), Volcanoes of the World: An Illustrated Catalogue of Holocene Volcanoes and Their Eruptions, Global Volcanism Program Digital Inf. Ser., GVP‐3, Smithsonian Inst., Washington, D. C. [Available at http://www.volcano.si.edu/world/.]']",2014-10-10 13:41:50,2014-10-10 13:41:50
407,3904,Gede-Pangrango,"[{'name': 'Indonesia', 'url': 'https://comet.nerc.ac.uk/location/indonesia/', 'slug': 'indonesia', 'id': 57, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/57'}]",263060,Java,Yes,Yes,2007-2008,"<p>While the survey was not focused on this volcano, Perbakti-Gagak was included in the 2007-2008 PALSAR interferometric study of the island of Java performed by Philibosian &amp; Simons. This survey noted significant deformation at the Gede stratovolcano; between 18th September 2007 and 21st December 2008, the east flank of the edifice subsided by approximately 7cm at a steady rate of ~5cm/yr. However, the summit of the volcano appears to have remained roughly stationary during that time period, leading the authors to suggest that the subsidence was due to groundwater extraction. However, as the volcano last erupted in 1957, it is plausible that magma is still present at the site.</p>
",-6.77,106.965,[],https://comet.nerc.ac.uk/volcanoes/gede-pangrango/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/3904,InSAR,"Hydrothermal, Magmatic, Uncertain","['Philibosian, B. and Simons, M. 2011. A survey of volcanic deformation on Java using ALOS PALSAR interferometric time series. Geochemistry, Geophysics, Geosystems, 12 (11). DOI: 10.1029/2011GC003775']",2016-07-07 12:39:53,2016-07-07 12:39:53
408,4795,Gemelos-Saladillo,"[{'name': 'South America', 'url': 'https://comet.nerc.ac.uk/location/south-america/', 'slug': 'south-america', 'id': 53, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/53'}]",355866,Argentina,No,,,,-24.75,-66.17,[],https://comet.nerc.ac.uk/volcanoes/gemelos-saladillo/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/4795,No measurements,[],['http://volcano.si.edu/volcano.cfm?vn=355866'],2018-03-01 15:55:35,2018-03-01 15:55:35
409,2362,Geodesistoy,"[{'name': 'Kamchatka and Mainland Asia', 'url': 'https://comet.nerc.ac.uk/location/kamchatka-and-mainland-asia/', 'slug': 'kamchatka-and-mainland-asia', 'id': 50, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/50'}]",300380,Russia,No,,,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.</p>
",56.33,158.67,"[{'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/geodesistoy/geodesistoy_140A_03370_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/geodesistoy/geodesistoy_140A_03370_131312.jpg', 'width': 628, 'height': 1050, 'mime': 'image/jpeg', 'size': 222969, 'filename': 'geodesistoy_140A_03370_131312.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/geodesistoy/geodesistoy_060D_03363_131313.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/geodesistoy/geodesistoy_060D_03363_131313.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 278036, 'filename': 'geodesistoy_060D_03363_131313.jpg'}, {'path': '/nas/content/live/cometnerc/wp-content/uploads/figures_sentinel/geodesistoy/geodesistoy_060D_03364_131312.jpg', 'url': 'https://comet.nerc.ac.uk/wp-content/uploads/figures_sentinel/geodesistoy/geodesistoy_060D_03364_131312.jpg', 'width': 619, 'height': 1050, 'mime': 'image/jpeg', 'size': 254330, 'filename': 'geodesistoy_060D_03364_131312.jpg'}]",https://comet.nerc.ac.uk/volcanoes/geodesistoy/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/2362,No measurements,[],"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300380']",2015-09-05 15:24:13,2015-09-05 15:24:13
410,3879,Geureudong,"[{'name': 'Indonesia', 'url': 'https://comet.nerc.ac.uk/location/indonesia/', 'slug': 'indonesia', 'id': 57, 'api_endpoint': 'https://comet.nerc.ac.uk/wp-json/volcanodb/v1/location/57'}]",261809,Sumatra,No,,,,4.813,96.82,[],https://comet.nerc.ac.uk/volcanoes/geureudong/,https://comet.nerc.ac.uk/wp-json/volcanodb/v1/volcano/3879,No measurements,[],"['Global Volcanism Program, 2013. Geureudong (261809) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261809). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013']",2016-07-06 15:19:45,2016-07-06 15:19:45
